"poll_id","pollster_id","pollster","start_date","end_date","sample_size","methodology","population","state","candidate_name","candidate_id","pct"
1,3,"Pollster 3",2024-10-14,2024-10-17,1437,"Online Panel","rv","Tennessee","Donald Trump",16651,14.1809739900489
1,3,"Pollster 3",2024-10-14,2024-10-17,1437,"Online Panel","rv","Tennessee","Kamala Harris",16661,29.7161430285443
1,3,"Pollster 3",2024-10-14,2024-10-17,1437,"Online Panel","rv","Tennessee","Jill Stein",31116,14.0790898337365
1,3,"Pollster 3",2024-10-14,2024-10-17,1437,"Online Panel","rv","Tennessee","Cornel West",31097,21.04314822734
1,3,"Pollster 3",2024-10-14,2024-10-17,1437,"Online Panel","rv","Tennessee","Chase Oliver",31790,17.784137810578
1,3,"Pollster 3",2024-10-14,2024-10-17,1437,"Online Panel","rv","Tennessee","Robert F. Kennedy",31042,3.19650710975233
2,5,"Pollster 5",2024-10-19,2024-10-22,1452,"IVR/Live Phone","lv","Delaware","Donald Trump",16651,22.3126501662397
2,5,"Pollster 5",2024-10-19,2024-10-22,1452,"IVR/Live Phone","lv","Delaware","Kamala Harris",16661,24.110191628115
2,5,"Pollster 5",2024-10-19,2024-10-22,1452,"IVR/Live Phone","lv","Delaware","Jill Stein",31116,18.513721997107
2,5,"Pollster 5",2024-10-19,2024-10-22,1452,"IVR/Live Phone","lv","Delaware","Cornel West",31097,20.217730374166
2,5,"Pollster 5",2024-10-19,2024-10-22,1452,"IVR/Live Phone","lv","Delaware","Chase Oliver",31790,9.83965685390439
2,5,"Pollster 5",2024-10-19,2024-10-22,1452,"IVR/Live Phone","lv","Delaware","Robert F. Kennedy",31042,5.00604898046779
3,9,"Pollster 9",2024-10-30,2024-11-02,1431,"Live Phone","a","Pennsylvania","Donald Trump",16651,16.8374422965507
3,9,"Pollster 9",2024-10-30,2024-11-02,1431,"Live Phone","a","Pennsylvania","Kamala Harris",16661,12.2571294379217
3,9,"Pollster 9",2024-10-30,2024-11-02,1431,"Live Phone","a","Pennsylvania","Jill Stein",31116,7.55666453720983
3,9,"Pollster 9",2024-10-30,2024-11-02,1431,"Live Phone","a","Pennsylvania","Cornel West",31097,21.9368844809676
3,9,"Pollster 9",2024-10-30,2024-11-02,1431,"Live Phone","a","Pennsylvania","Chase Oliver",31790,21.8933855369485
3,9,"Pollster 9",2024-10-30,2024-11-02,1431,"Live Phone","a","Pennsylvania","Robert F. Kennedy",31042,19.5184937104016
4,7,"Pollster 7",2024-10-09,2024-10-10,1546,"IVR/Online","lv","Colorado","Donald Trump",16651,4.57362882329498
4,7,"Pollster 7",2024-10-09,2024-10-10,1546,"IVR/Online","lv","Colorado","Kamala Harris",16661,21.0466238056701
4,7,"Pollster 7",2024-10-09,2024-10-10,1546,"IVR/Online","lv","Colorado","Jill Stein",31116,7.74900451944663
4,7,"Pollster 7",2024-10-09,2024-10-10,1546,"IVR/Online","lv","Colorado","Cornel West",31097,4.78495465480281
4,7,"Pollster 7",2024-10-09,2024-10-10,1546,"IVR/Online","lv","Colorado","Chase Oliver",31790,28.2639169564396
4,7,"Pollster 7",2024-10-09,2024-10-10,1546,"IVR/Online","lv","Colorado","Robert F. Kennedy",31042,33.5818712403459
5,5,"Pollster 5",2024-10-08,2024-10-12,640,"Online Panel","lv","Montana","Donald Trump",16651,14.6140393494407
5,5,"Pollster 5",2024-10-08,2024-10-12,640,"Online Panel","lv","Montana","Kamala Harris",16661,25.0685204529376
5,5,"Pollster 5",2024-10-08,2024-10-12,640,"Online Panel","lv","Montana","Jill Stein",31116,20.9067755582142
5,5,"Pollster 5",2024-10-08,2024-10-12,640,"Online Panel","lv","Montana","Cornel West",31097,23.5968299946535
5,5,"Pollster 5",2024-10-08,2024-10-12,640,"Online Panel","lv","Montana","Chase Oliver",31790,0.0207589908121713
5,5,"Pollster 5",2024-10-08,2024-10-12,640,"Online Panel","lv","Montana","Robert F. Kennedy",31042,15.7930756539419
6,10,"Pollster 10",2024-10-28,2024-11-01,1273,"IVR/Online","rv","Massachusetts","Donald Trump",16651,26.4536761970401
6,10,"Pollster 10",2024-10-28,2024-11-01,1273,"IVR/Online","rv","Massachusetts","Kamala Harris",16661,23.9852963000378
6,10,"Pollster 10",2024-10-28,2024-11-01,1273,"IVR/Online","rv","Massachusetts","Jill Stein",31116,23.8085174980426
6,10,"Pollster 10",2024-10-28,2024-11-01,1273,"IVR/Online","rv","Massachusetts","Cornel West",31097,4.70151105261963
6,10,"Pollster 10",2024-10-28,2024-11-01,1273,"IVR/Online","rv","Massachusetts","Chase Oliver",31790,3.51018529262548
6,10,"Pollster 10",2024-10-28,2024-11-01,1273,"IVR/Online","rv","Massachusetts","Robert F. Kennedy",31042,17.5408136596343
7,1,"Pollster 1",2024-10-02,2024-10-06,512,"Online","rv","Wyoming","Donald Trump",16651,16.0033245506844
7,1,"Pollster 1",2024-10-02,2024-10-06,512,"Online","rv","Wyoming","Kamala Harris",16661,8.87730190957626
7,1,"Pollster 1",2024-10-02,2024-10-06,512,"Online","rv","Wyoming","Jill Stein",31116,13.0326280787945
7,1,"Pollster 1",2024-10-02,2024-10-06,512,"Online","rv","Wyoming","Cornel West",31097,25.4583925266757
7,1,"Pollster 1",2024-10-02,2024-10-06,512,"Online","rv","Wyoming","Chase Oliver",31790,12.8803099938299
7,1,"Pollster 1",2024-10-02,2024-10-06,512,"Online","rv","Wyoming","Robert F. Kennedy",31042,23.7480429404392
8,9,"Pollster 9",2024-10-23,2024-10-26,1947,"IVR/Live Phone","a","Vermont","Donald Trump",16651,15.8703087077879
8,9,"Pollster 9",2024-10-23,2024-10-26,1947,"IVR/Live Phone","a","Vermont","Kamala Harris",16661,27.5662579029962
8,9,"Pollster 9",2024-10-23,2024-10-26,1947,"IVR/Live Phone","a","Vermont","Jill Stein",31116,16.9161862700034
8,9,"Pollster 9",2024-10-23,2024-10-26,1947,"IVR/Live Phone","a","Vermont","Cornel West",31097,11.6873882710932
8,9,"Pollster 9",2024-10-23,2024-10-26,1947,"IVR/Live Phone","a","Vermont","Chase Oliver",31790,18.7193824060403
8,9,"Pollster 9",2024-10-23,2024-10-26,1947,"IVR/Live Phone","a","Vermont","Robert F. Kennedy",31042,9.24047644207911
9,7,"Pollster 7",2024-10-03,2024-10-05,1608,"Online","a","Florida","Donald Trump",16651,16.3578371777676
9,7,"Pollster 7",2024-10-03,2024-10-05,1608,"Online","a","Florida","Kamala Harris",16661,11.5654739129822
9,7,"Pollster 7",2024-10-03,2024-10-05,1608,"Online","a","Florida","Jill Stein",31116,14.6436791779943
9,7,"Pollster 7",2024-10-03,2024-10-05,1608,"Online","a","Florida","Cornel West",31097,18.2381846814387
9,7,"Pollster 7",2024-10-03,2024-10-05,1608,"Online","a","Florida","Chase Oliver",31790,17.4498088014309
9,7,"Pollster 7",2024-10-03,2024-10-05,1608,"Online","a","Florida","Robert F. Kennedy",31042,21.7450162483863
10,4,"Pollster 4",2024-10-14,2024-10-15,1313,"IVR/Online","rv","Wyoming","Donald Trump",16651,22.5645005126751
10,4,"Pollster 4",2024-10-14,2024-10-15,1313,"IVR/Online","rv","Wyoming","Kamala Harris",16661,17.5929523502234
10,4,"Pollster 4",2024-10-14,2024-10-15,1313,"IVR/Online","rv","Wyoming","Jill Stein",31116,11.1772737349453
10,4,"Pollster 4",2024-10-14,2024-10-15,1313,"IVR/Online","rv","Wyoming","Cornel West",31097,5.03859049319141
10,4,"Pollster 4",2024-10-14,2024-10-15,1313,"IVR/Online","rv","Wyoming","Chase Oliver",31790,17.6875323549248
10,4,"Pollster 4",2024-10-14,2024-10-15,1313,"IVR/Online","rv","Wyoming","Robert F. Kennedy",31042,25.93915055404
11,7,"Pollster 7",2024-10-29,2024-10-31,1266,"IVR/Online","rv","Arkansas","Donald Trump",16651,16.9789587309232
11,7,"Pollster 7",2024-10-29,2024-10-31,1266,"IVR/Online","rv","Arkansas","Kamala Harris",16661,4.95452359660895
11,7,"Pollster 7",2024-10-29,2024-10-31,1266,"IVR/Online","rv","Arkansas","Jill Stein",31116,23.2768332638745
11,7,"Pollster 7",2024-10-29,2024-10-31,1266,"IVR/Online","rv","Arkansas","Cornel West",31097,20.1214119592658
11,7,"Pollster 7",2024-10-29,2024-10-31,1266,"IVR/Online","rv","Arkansas","Chase Oliver",31790,18.011528311888
11,7,"Pollster 7",2024-10-29,2024-10-31,1266,"IVR/Online","rv","Arkansas","Robert F. Kennedy",31042,16.6567441374396
12,4,"Pollster 4",2024-10-12,2024-10-16,1862,"Live Phone","a","Missouri","Donald Trump",16651,14.2539387880063
12,4,"Pollster 4",2024-10-12,2024-10-16,1862,"Live Phone","a","Missouri","Kamala Harris",16661,23.0548167861314
12,4,"Pollster 4",2024-10-12,2024-10-16,1862,"Live Phone","a","Missouri","Jill Stein",31116,22.7691819601611
12,4,"Pollster 4",2024-10-12,2024-10-16,1862,"Live Phone","a","Missouri","Cornel West",31097,6.92175070612132
12,4,"Pollster 4",2024-10-12,2024-10-16,1862,"Live Phone","a","Missouri","Chase Oliver",31790,8.1163180404415
12,4,"Pollster 4",2024-10-12,2024-10-16,1862,"Live Phone","a","Missouri","Robert F. Kennedy",31042,24.8839937191384
13,8,"Pollster 8",2024-10-20,2024-10-24,1179,"IVR/Live Phone","lv","Iowa","Donald Trump",16651,37.3391288515977
13,8,"Pollster 8",2024-10-20,2024-10-24,1179,"IVR/Live Phone","lv","Iowa","Kamala Harris",16661,15.4443924699836
13,8,"Pollster 8",2024-10-20,2024-10-24,1179,"IVR/Live Phone","lv","Iowa","Jill Stein",31116,12.2268059433183
13,8,"Pollster 8",2024-10-20,2024-10-24,1179,"IVR/Live Phone","lv","Iowa","Cornel West",31097,7.23859069374318
13,8,"Pollster 8",2024-10-20,2024-10-24,1179,"IVR/Live Phone","lv","Iowa","Chase Oliver",31790,7.30334369019806
13,8,"Pollster 8",2024-10-20,2024-10-24,1179,"IVR/Live Phone","lv","Iowa","Robert F. Kennedy",31042,20.4477383511591
14,3,"Pollster 3",2024-10-29,2024-11-02,1575,"IVR/Live Phone","rv","West Virginia","Donald Trump",16651,18.6655725885688
14,3,"Pollster 3",2024-10-29,2024-11-02,1575,"IVR/Live Phone","rv","West Virginia","Kamala Harris",16661,20.8916144355664
14,3,"Pollster 3",2024-10-29,2024-11-02,1575,"IVR/Live Phone","rv","West Virginia","Jill Stein",31116,6.42370978648556
14,3,"Pollster 3",2024-10-29,2024-11-02,1575,"IVR/Live Phone","rv","West Virginia","Cornel West",31097,21.8521741407335
14,3,"Pollster 3",2024-10-29,2024-11-02,1575,"IVR/Live Phone","rv","West Virginia","Chase Oliver",31790,16.5611512853487
14,3,"Pollster 3",2024-10-29,2024-11-02,1575,"IVR/Live Phone","rv","West Virginia","Robert F. Kennedy",31042,15.605777763297
15,8,"Pollster 8",2024-10-14,2024-10-19,1205,"IVR/Online","lv","Vermont","Donald Trump",16651,23.6898391491696
15,8,"Pollster 8",2024-10-14,2024-10-19,1205,"IVR/Online","lv","Vermont","Kamala Harris",16661,2.5556099650344
15,8,"Pollster 8",2024-10-14,2024-10-19,1205,"IVR/Online","lv","Vermont","Jill Stein",31116,11.3998907881162
15,8,"Pollster 8",2024-10-14,2024-10-19,1205,"IVR/Online","lv","Vermont","Cornel West",31097,17.3562195951646
15,8,"Pollster 8",2024-10-14,2024-10-19,1205,"IVR/Online","lv","Vermont","Chase Oliver",31790,8.64178318911197
15,8,"Pollster 8",2024-10-14,2024-10-19,1205,"IVR/Online","lv","Vermont","Robert F. Kennedy",31042,36.3566573134031
16,4,"Pollster 4",2024-10-13,2024-10-18,897,"Online","a","New York","Donald Trump",16651,25.9497905247965
16,4,"Pollster 4",2024-10-13,2024-10-18,897,"Online","a","New York","Kamala Harris",16661,25.8973735388834
16,4,"Pollster 4",2024-10-13,2024-10-18,897,"Online","a","New York","Jill Stein",31116,19.4539164797258
16,4,"Pollster 4",2024-10-13,2024-10-18,897,"Online","a","New York","Cornel West",31097,6.88572398474489
16,4,"Pollster 4",2024-10-13,2024-10-18,897,"Online","a","New York","Chase Oliver",31790,5.93729032908793
16,4,"Pollster 4",2024-10-13,2024-10-18,897,"Online","a","New York","Robert F. Kennedy",31042,15.8759051427615
17,5,"Pollster 5",2024-10-09,2024-10-11,1775,"Online Panel","a","Michigan","Donald Trump",16651,16.1399929264598
17,5,"Pollster 5",2024-10-09,2024-10-11,1775,"Online Panel","a","Michigan","Kamala Harris",16661,16.6675497118993
17,5,"Pollster 5",2024-10-09,2024-10-11,1775,"Online Panel","a","Michigan","Jill Stein",31116,0.960933935370212
17,5,"Pollster 5",2024-10-09,2024-10-11,1775,"Online Panel","a","Michigan","Cornel West",31097,24.1291883039797
17,5,"Pollster 5",2024-10-09,2024-10-11,1775,"Online Panel","a","Michigan","Chase Oliver",31790,41.7999706476864
17,5,"Pollster 5",2024-10-09,2024-10-11,1775,"Online Panel","a","Michigan","Robert F. Kennedy",31042,0.302364474604616
18,3,"Pollster 3",2024-10-10,2024-10-15,1577,"Online","a","Georgia","Donald Trump",16651,29.1728752642049
18,3,"Pollster 3",2024-10-10,2024-10-15,1577,"Online","a","Georgia","Kamala Harris",16661,34.108701777621
18,3,"Pollster 3",2024-10-10,2024-10-15,1577,"Online","a","Georgia","Jill Stein",31116,6.16471465455675
18,3,"Pollster 3",2024-10-10,2024-10-15,1577,"Online","a","Georgia","Cornel West",31097,17.8316734335568
18,3,"Pollster 3",2024-10-10,2024-10-15,1577,"Online","a","Georgia","Chase Oliver",31790,10.1160382225203
18,3,"Pollster 3",2024-10-10,2024-10-15,1577,"Online","a","Georgia","Robert F. Kennedy",31042,2.60599664754027
19,10,"Pollster 10",2024-10-20,2024-10-25,1419,"Live Phone","lv","South Carolina","Donald Trump",16651,24.2140329262529
19,10,"Pollster 10",2024-10-20,2024-10-25,1419,"Live Phone","lv","South Carolina","Kamala Harris",16661,20.7434460381294
19,10,"Pollster 10",2024-10-20,2024-10-25,1419,"Live Phone","lv","South Carolina","Jill Stein",31116,22.4584401848162
19,10,"Pollster 10",2024-10-20,2024-10-25,1419,"Live Phone","lv","South Carolina","Cornel West",31097,27.0109990264542
19,10,"Pollster 10",2024-10-20,2024-10-25,1419,"Live Phone","lv","South Carolina","Chase Oliver",31790,2.84921583950171
19,10,"Pollster 10",2024-10-20,2024-10-25,1419,"Live Phone","lv","South Carolina","Robert F. Kennedy",31042,2.72386598484563
20,1,"Pollster 1",2024-10-26,2024-10-28,1197,"Live Phone","lv","Missouri","Donald Trump",16651,0.325948110455017
20,1,"Pollster 1",2024-10-26,2024-10-28,1197,"Live Phone","lv","Missouri","Kamala Harris",16661,17.9511414572831
20,1,"Pollster 1",2024-10-26,2024-10-28,1197,"Live Phone","lv","Missouri","Jill Stein",31116,19.5315796890166
20,1,"Pollster 1",2024-10-26,2024-10-28,1197,"Live Phone","lv","Missouri","Cornel West",31097,15.4567435114698
20,1,"Pollster 1",2024-10-26,2024-10-28,1197,"Live Phone","lv","Missouri","Chase Oliver",31790,18.4354719898538
20,1,"Pollster 1",2024-10-26,2024-10-28,1197,"Live Phone","lv","Missouri","Robert F. Kennedy",31042,28.2991152419217
21,9,"Pollster 9",2024-10-20,2024-10-22,1745,"Online","lv","Oklahoma","Donald Trump",16651,31.7944617094809
21,9,"Pollster 9",2024-10-20,2024-10-22,1745,"Online","lv","Oklahoma","Kamala Harris",16661,4.68823152287168
21,9,"Pollster 9",2024-10-20,2024-10-22,1745,"Online","lv","Oklahoma","Jill Stein",31116,1.52325068151243
21,9,"Pollster 9",2024-10-20,2024-10-22,1745,"Online","lv","Oklahoma","Cornel West",31097,45.1362035767852
21,9,"Pollster 9",2024-10-20,2024-10-22,1745,"Online","lv","Oklahoma","Chase Oliver",31790,1.57505415762178
21,9,"Pollster 9",2024-10-20,2024-10-22,1745,"Online","lv","Oklahoma","Robert F. Kennedy",31042,15.282798351728
22,2,"Pollster 2",2024-10-04,2024-10-06,1748,"Online","lv","Mississippi","Donald Trump",16651,19.9548825089233
22,2,"Pollster 2",2024-10-04,2024-10-06,1748,"Online","lv","Mississippi","Kamala Harris",16661,18.3550149543957
22,2,"Pollster 2",2024-10-04,2024-10-06,1748,"Online","lv","Mississippi","Jill Stein",31116,18.4254222566548
22,2,"Pollster 2",2024-10-04,2024-10-06,1748,"Online","lv","Mississippi","Cornel West",31097,27.9806192165719
22,2,"Pollster 2",2024-10-04,2024-10-06,1748,"Online","lv","Mississippi","Chase Oliver",31790,11.8673733833003
22,2,"Pollster 2",2024-10-04,2024-10-06,1748,"Online","lv","Mississippi","Robert F. Kennedy",31042,3.41668768015404
23,10,"Pollster 10",2024-10-31,2024-11-05,1372,"Live Phone","lv","Utah","Donald Trump",16651,15.2673309276856
23,10,"Pollster 10",2024-10-31,2024-11-05,1372,"Live Phone","lv","Utah","Kamala Harris",16661,4.83359532149345
23,10,"Pollster 10",2024-10-31,2024-11-05,1372,"Live Phone","lv","Utah","Jill Stein",31116,18.433911542609
23,10,"Pollster 10",2024-10-31,2024-11-05,1372,"Live Phone","lv","Utah","Cornel West",31097,29.2248348469227
23,10,"Pollster 10",2024-10-31,2024-11-05,1372,"Live Phone","lv","Utah","Chase Oliver",31790,19.8231701203938
23,10,"Pollster 10",2024-10-31,2024-11-05,1372,"Live Phone","lv","Utah","Robert F. Kennedy",31042,12.4171572408954
24,7,"Pollster 7",2024-10-20,2024-10-22,848,"Live Phone","lv","Alabama","Donald Trump",16651,33.9854591092248
24,7,"Pollster 7",2024-10-20,2024-10-22,848,"Live Phone","lv","Alabama","Kamala Harris",16661,8.3833060001555
24,7,"Pollster 7",2024-10-20,2024-10-22,848,"Live Phone","lv","Alabama","Jill Stein",31116,0.770179201608149
24,7,"Pollster 7",2024-10-20,2024-10-22,848,"Live Phone","lv","Alabama","Cornel West",31097,17.6271663792852
24,7,"Pollster 7",2024-10-20,2024-10-22,848,"Live Phone","lv","Alabama","Chase Oliver",31790,20.9461685360033
24,7,"Pollster 7",2024-10-20,2024-10-22,848,"Live Phone","lv","Alabama","Robert F. Kennedy",31042,18.2877207737229
25,3,"Pollster 3",2024-10-18,2024-10-20,664,"IVR/Live Phone","lv","Idaho","Donald Trump",16651,24.3039361095462
25,3,"Pollster 3",2024-10-18,2024-10-20,664,"IVR/Live Phone","lv","Idaho","Kamala Harris",16661,14.6347711863251
25,3,"Pollster 3",2024-10-18,2024-10-20,664,"IVR/Live Phone","lv","Idaho","Jill Stein",31116,19.0365496505494
25,3,"Pollster 3",2024-10-18,2024-10-20,664,"IVR/Live Phone","lv","Idaho","Cornel West",31097,9.32555280320931
25,3,"Pollster 3",2024-10-18,2024-10-20,664,"IVR/Live Phone","lv","Idaho","Chase Oliver",31790,19.2459823717875
25,3,"Pollster 3",2024-10-18,2024-10-20,664,"IVR/Live Phone","lv","Idaho","Robert F. Kennedy",31042,13.4532078785825
26,3,"Pollster 3",2024-10-04,2024-10-07,974,"IVR/Online","lv","Michigan","Donald Trump",16651,10.3900846654302
26,3,"Pollster 3",2024-10-04,2024-10-07,974,"IVR/Online","lv","Michigan","Kamala Harris",16661,3.88108005985622
26,3,"Pollster 3",2024-10-04,2024-10-07,974,"IVR/Online","lv","Michigan","Jill Stein",31116,4.52839775972829
26,3,"Pollster 3",2024-10-04,2024-10-07,974,"IVR/Online","lv","Michigan","Cornel West",31097,38.0677395508044
26,3,"Pollster 3",2024-10-04,2024-10-07,974,"IVR/Online","lv","Michigan","Chase Oliver",31790,37.8687185727394
26,3,"Pollster 3",2024-10-04,2024-10-07,974,"IVR/Online","lv","Michigan","Robert F. Kennedy",31042,5.26397939144148
27,3,"Pollster 3",2024-10-09,2024-10-14,1306,"Live Phone","rv","Massachusetts","Donald Trump",16651,18.328339714382
27,3,"Pollster 3",2024-10-09,2024-10-14,1306,"Live Phone","rv","Massachusetts","Kamala Harris",16661,10.1607450287537
27,3,"Pollster 3",2024-10-09,2024-10-14,1306,"Live Phone","rv","Massachusetts","Jill Stein",31116,7.0679307915698
27,3,"Pollster 3",2024-10-09,2024-10-14,1306,"Live Phone","rv","Massachusetts","Cornel West",31097,34.9901530079549
27,3,"Pollster 3",2024-10-09,2024-10-14,1306,"Live Phone","rv","Massachusetts","Chase Oliver",31790,11.8419671626453
27,3,"Pollster 3",2024-10-09,2024-10-14,1306,"Live Phone","rv","Massachusetts","Robert F. Kennedy",31042,17.6108642946942
28,7,"Pollster 7",2024-10-13,2024-10-18,1118,"Live Phone","a","Hawaii","Donald Trump",16651,11.9171661921751
28,7,"Pollster 7",2024-10-13,2024-10-18,1118,"Live Phone","a","Hawaii","Kamala Harris",16661,4.92628895336637
28,7,"Pollster 7",2024-10-13,2024-10-18,1118,"Live Phone","a","Hawaii","Jill Stein",31116,26.4787501848154
28,7,"Pollster 7",2024-10-13,2024-10-18,1118,"Live Phone","a","Hawaii","Cornel West",31097,29.2584469560396
28,7,"Pollster 7",2024-10-13,2024-10-18,1118,"Live Phone","a","Hawaii","Chase Oliver",31790,17.3028507721065
28,7,"Pollster 7",2024-10-13,2024-10-18,1118,"Live Phone","a","Hawaii","Robert F. Kennedy",31042,10.1164969414971
29,3,"Pollster 3",2024-10-30,2024-10-31,1445,"IVR/Online","a","Kentucky","Donald Trump",16651,5.50616156517872
29,3,"Pollster 3",2024-10-30,2024-10-31,1445,"IVR/Online","a","Kentucky","Kamala Harris",16661,28.8236178943887
29,3,"Pollster 3",2024-10-30,2024-10-31,1445,"IVR/Online","a","Kentucky","Jill Stein",31116,23.5711829653476
29,3,"Pollster 3",2024-10-30,2024-10-31,1445,"IVR/Online","a","Kentucky","Cornel West",31097,25.2951888230733
29,3,"Pollster 3",2024-10-30,2024-10-31,1445,"IVR/Online","a","Kentucky","Chase Oliver",31790,4.89284924763385
29,3,"Pollster 3",2024-10-30,2024-10-31,1445,"IVR/Online","a","Kentucky","Robert F. Kennedy",31042,11.9109995043778
30,10,"Pollster 10",2024-10-13,2024-10-17,1671,"Online","rv","South Carolina","Donald Trump",16651,4.5363247732235
30,10,"Pollster 10",2024-10-13,2024-10-17,1671,"Online","rv","South Carolina","Kamala Harris",16661,35.4465191461186
30,10,"Pollster 10",2024-10-13,2024-10-17,1671,"Online","rv","South Carolina","Jill Stein",31116,15.8601425364684
30,10,"Pollster 10",2024-10-13,2024-10-17,1671,"Online","rv","South Carolina","Cornel West",31097,16.8742574615544
30,10,"Pollster 10",2024-10-13,2024-10-17,1671,"Online","rv","South Carolina","Chase Oliver",31790,6.01116903887912
30,10,"Pollster 10",2024-10-13,2024-10-17,1671,"Online","rv","South Carolina","Robert F. Kennedy",31042,21.271587043756
31,2,"Pollster 2",2024-10-08,2024-10-11,605,"IVR/Online","lv","Texas","Donald Trump",16651,27.9166733167929
31,2,"Pollster 2",2024-10-08,2024-10-11,605,"IVR/Online","lv","Texas","Kamala Harris",16661,24.4634362575592
31,2,"Pollster 2",2024-10-08,2024-10-11,605,"IVR/Online","lv","Texas","Jill Stein",31116,16.4174299285948
31,2,"Pollster 2",2024-10-08,2024-10-11,605,"IVR/Online","lv","Texas","Cornel West",31097,23.1619661896145
31,2,"Pollster 2",2024-10-08,2024-10-11,605,"IVR/Online","lv","Texas","Chase Oliver",31790,0.0171864223911401
31,2,"Pollster 2",2024-10-08,2024-10-11,605,"IVR/Online","lv","Texas","Robert F. Kennedy",31042,8.02330788504756
32,3,"Pollster 3",2024-10-22,2024-10-24,515,"Online","rv","New York","Donald Trump",16651,12.3735876353223
32,3,"Pollster 3",2024-10-22,2024-10-24,515,"Online","rv","New York","Kamala Harris",16661,24.0693960127801
32,3,"Pollster 3",2024-10-22,2024-10-24,515,"Online","rv","New York","Jill Stein",31116,28.0224114663289
32,3,"Pollster 3",2024-10-22,2024-10-24,515,"Online","rv","New York","Cornel West",31097,2.03334747194049
32,3,"Pollster 3",2024-10-22,2024-10-24,515,"Online","rv","New York","Chase Oliver",31790,13.2631099299419
32,3,"Pollster 3",2024-10-22,2024-10-24,515,"Online","rv","New York","Robert F. Kennedy",31042,20.2381474836862
33,2,"Pollster 2",2024-10-18,2024-10-22,1698,"IVR/Online","lv","California","Donald Trump",16651,20.211478745156
33,2,"Pollster 2",2024-10-18,2024-10-22,1698,"IVR/Online","lv","California","Kamala Harris",16661,15.8353217656831
33,2,"Pollster 2",2024-10-18,2024-10-22,1698,"IVR/Online","lv","California","Jill Stein",31116,4.41099346122109
33,2,"Pollster 2",2024-10-18,2024-10-22,1698,"IVR/Online","lv","California","Cornel West",31097,20.1570300068531
33,2,"Pollster 2",2024-10-18,2024-10-22,1698,"IVR/Online","lv","California","Chase Oliver",31790,9.81854667339016
33,2,"Pollster 2",2024-10-18,2024-10-22,1698,"IVR/Online","lv","California","Robert F. Kennedy",31042,29.5666293476966
